Keys:		16 bytes each
Values: 	1000 bytes each
Entries:	600000
IndexSize:	14.31 MiB (estimated)
DataSize:	574.49 MiB (estimated)
---------------------------------------------------------------------------------------------------
Date:		Wed Apr  2 20:11:29 2025
CPU:		2 * AMD Ryzen 7 3700U with Radeon Vega Mobile Gfx
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.946 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.947 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.948 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.952 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.952 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.952 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.952 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.952 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.952 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.952 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.952 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.952 - sst.c:660 Serving sst_get request from immutable memtable
[5550] 02 Apr 20:11:29.952 - sst.c:165 The merge thread received a MERGE job
[5550] 02 Apr 20:11:29.952 . sst.c:166 Merging inside compaction thread
[5550] 02 Apr 20:11:29.952 . sst.c:608 Compacting the memtable to a SST file
[5550] 02 Apr 20:11:29.952 - sst.c:877 Range [003c853hyl5cis5a, zzxrgg720a3uv66n] DOES NOT overlap in level 0. Checking others
[5550] 02 Apr 20:11:29.952 - sst.c:825 Extracted range: [003c853hyl5cis5a, zzxrgg720a3uv66n]
[5550] 02 Apr 20:11:29.952 - sst.c:825 Extracted range: [003c853hyl5cis5a, zzxrgg720a3uv66n]
[5550] 02 Apr 20:11:29.952 . sst.c:929 Using level 2 for memtable compaction [003c853hyl5cis5a, zzxrgg720a3uv66n]
[5550] 02 Apr 20:11:29.952 . file.c:200 Creating directory structure: testdb/si/2
[5550] 02 Apr 20:11:29.952 - file.c:211  -> Creating testdb/si/2
[5550] 02 Apr 20:11:29.953 . sst.c:633 Compaction of 4117 [4195223 bytes allocated] elements started
[5550] 02 Apr 20:11:29.959 - sst_builder.c:167 Index block @ offset: 0x5011B size: 19740
[5550] 02 Apr 20:11:29.959 - sst_builder.c:168 Meta block @ offset: 0x500D3 size: 72
[5550] 02 Apr 20:11:29.959 - sst_builder.c:171 Bloom block @ offset: 0x4DA2F size: 9892
[5550] 02 Apr 20:11:29.959 - file.c:170 Truncating file testdb/si/2/0.sst to 347775 bytes
[5550] 02 Apr 20:11:29.968 . file.c:65 Mapping of 347775 bytes for testdb/si/2/0.sst
[5550] 02 Apr 20:11:29.968 - sst_loader.c:183 Index @ offset: 327963 size: 19740
[5550] 02 Apr 20:11:29.968 - sst_loader.c:184 Meta Block @ offset: 327891 size: 72
[5550] 02 Apr 20:11:29.968 . sst_loader.c:201 Data size:        317999
[5550] 02 Apr 20:11:29.968 . sst_loader.c:203 Index size:       0
[5550] 02 Apr 20:11:29.968 . sst_loader.c:204 Key size:         65872
[5550] 02 Apr 20:11:29.968 . sst_loader.c:205 Num blocks size:  824
[5550] 02 Apr 20:11:29.968 . sst_loader.c:206 Num entries size: 4117
[5550] 02 Apr 20:11:29.969 . sst_loader.c:207 Value size:       4117000
[5550] 02 Apr 20:11:29.969 . sst_loader.c:210 Filter size:      9892
[5550] 02 Apr 20:11:29.969 . sst_loader.c:211 Bloom offset 317999 size: 9892
[5550] 02 Apr 20:11:29.969 . sst.c:635 Compaction of 4117 elements finished
[5550] 02 Apr 20:11:29.969 - file.c:170 Truncating file testdb/si/manifest to 44 bytes
[5550] 02 Apr 20:11:29.971 . sst.c:51 --- Level 0 [  0 files,   0 bytes]---
[5550] 02 Apr 20:11:29.971 . sst.c:51 --- Level 1 [  0 files,   0 bytes]---
[5550] 02 Apr 20:11:29.971 . sst.c:51 --- Level 2 [  1 files, 339 KiB  ]---
[5550] 02 Apr 20:11:29.971 . sst.c:55 Metadata filenum:0 smallest: 003c853hyl5cis5a largest: zzxrgg720a3uv66n
[5550] 02 Apr 20:11:29.971 . sst.c:51 --- Level 3 [  0 files,   0 bytes]---
[5550] 02 Apr 20:11:29.971 . sst.c:51 --- Level 4 [  0 files,   0 bytes]---
[5550] 02 Apr 20:11:29.972 . sst.c:51 --- Level 5 [  0 files,   0 bytes]---
[5550] 02 Apr 20:11:29.972 . sst.c:51 --- Level 6 [  0 files,   0 bytes]---
[5550] 02 Apr 20:11:29.972 . log.c:46 Removing old log file testdb/si/0.log
[5550] 02 Apr 20:11:29.972 . sst.c:170 Merge successfully completed. Releasing the skiplist
[5550] 02 Apr 20:11:34.034 . db.c:33 Closing database 116086
[5550] 02 Apr 20:11:34.034 . sst.c:595 IN sst_merge the REFCOUNT IS at 2
[5550] 02 Apr 20:11:34.034 . sst.c:415 Sending termination message to the detached thread
[5550] 02 Apr 20:11:34.034 . sst.c:422 Waiting the merger thread
[5550] 02 Apr 20:11:34.035 - sst.c:165 The merge thread received a MERGE job
[5550] 02 Apr 20:11:34.035 . sst.c:166 Merging inside compaction thread
[5550] 02 Apr 20:11:34.035 . sst.c:608 Compacting the memtable to a SST file
[5550] 02 Apr 20:11:34.035 - sst.c:877 Range [0008umr0dlp5x6ng, zzzrdfs4leu7lfjz] DOES NOT overlap in level 0. Checking others
[5550] 02 Apr 20:11:34.035 - sst.c:825 Extracted range: [0008umr0dlp5x6ng, zzzrdfs4leu7lfjz]
[5550] 02 Apr 20:11:34.035 - sst.c:892 Range [0008umr0dlp5x6ng, zzzrdfs4leu7lfjz] DOES  overlap in level 2. Checking others
[5550] 02 Apr 20:11:34.035 . sst.c:929 Using level 1 for memtable compaction [0008umr0dlp5x6ng, zzzrdfs4leu7lfjz]
[5550] 02 Apr 20:11:34.035 . file.c:200 Creating directory structure: testdb/si/1
[5550] 02 Apr 20:11:34.035 - file.c:211  -> Creating testdb/si/1
[5550] 02 Apr 20:11:34.035 . sst.c:633 Compaction of 116086 [2367826 bytes allocated] elements started
[5550] 02 Apr 20:11:34.129 - sst_builder.c:167 Index block @ offset: 0x20BF77 size: 12794
[5550] 02 Apr 20:11:34.129 - sst_builder.c:168 Meta block @ offset: 0x20BF2F size: 72
